0,0,0
1,0.000705792,0.00262668
2,0.00295226,0.00431906
3,0.00581369,0.00481839
4,0.00884595,0.00495205
5,0.0119224,0.00498736
6,0.0150093,0.00499667
7,0.0180977,0.00499912
8,0.0211854,0.00499975
9,0.0242716,0.00499993
10,0.0273563,0.005
11,0.0304393,0.00500002
12,0.0335207,0.00500001
13,0.0366004,0.005
14,0.0396785,0.005
15,0.0427549,0.005
16,0.0458297,0.005
17,0.0489028,0.005
18,0.0519743,0.005
19,0.0550441,0.005
20,0.0581122,0.005
21,0.0611787,0.005
22,0.0642435,0.005
23,0.0673066,0.005
24,0.0703681,0.005
25,0.0734279,0.005
26,0.076486,0.005
27,0.0795424,0.005
28,0.0825971,0.005
29,0.0856502,0.005
30,0.0887015,0.005
31,0.0917512,0.005
32,0.0947992,0.005
33,0.0978455,0.005
34,0.10089,0.005
35,0.103933,0.005
36,0.106974,0.005
37,0.110014,0.005
38,0.113051,0.005
39,0.116087,0.005
40,0.119122,0.005
41,0.122154,0.005
42,0.125185,0.005
43,0.128214,0.005
44,0.131242,0.005
45,0.134268,0.005
46,0.137292,0.005
47,0.140314,0.005
48,0.143334,0.005
49,0.146353,0.005
50,0.14937,0.005
51,0.152385,0.005
52,0.155399,0.005
53,0.158411,0.005
54,0.161421,0.005
55,0.164429,0.005
56,0.167436,0.005
57,0.170441,0.005
58,0.173444,0.005
59,0.176445,0.005
60,0.179444,0.005
61,0.182442,0.005
62,0.185438,0.005
63,0.188432,0.005
64,0.191425,0.005
65,0.194415,0.005
66,0.197404,0.005
67,0.200391,0.005
68,0.203376,0.005
69,0.20636,0.005
70,0.209342,0.005
71,0.212322,0.005
72,0.2153,0.005
73,0.218276,0.005
74,0.22125,0.005
75,0.224223,0.005
76,0.227194,0.005
77,0.230163,0.005
78,0.23313,0.005
79,0.236096,0.005
80,0.239059,0.005
81,0.242021,0.005
82,0.244981,0.005
83,0.247939,0.005
84,0.250896,0.005
85,0.25385,0.005
86,0.256803,0.005
87,0.259754,0.005
88,0.262703,0.005
89,0.26565,0.005
90,0.268595,0.005
91,0.271538,0.005
92,0.27448,0.005
93,0.27742,0.005
94,0.280358,0.005
95,0.283294,0.005
96,0.286228,0.005
97,0.28916,0.005
98,0.29209,0.005
99,0.295019,0.005
100,0.297946,0.005
101,0.30087,0.005
102,0.303793,0.005
103,0.306714,0.005
104,0.309633,0.005
105,0.312551,0.005
